canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
abis diamond ghee label 300ml,Abis Diamond Ghee Label - 300Ml,1,1,6400.0,2.667019282819531e-07,0.9996827322041385,C
ele weight machine 2 kg,Ele. Weight Machine 2 Kg,1,1,6400.0,2.667019282819531e-07,0.9996829989060668,C
cutter blade 210mm,Cutter Blade 210mm,1,1,6400.0,2.667019282819531e-07,0.9996832656079951,C
278650100385 assy radiator lpt 3118,278650100385 Assy Radiator LPT 3118,1,1,6400.0,2.667019282819531e-07,0.9996835323099235,C
cabbage,Cabbage,24,24,6393.0,2.664102230478947e-07,0.9996837987201465,C
gg 63em collar bush 1st speed gb 40,GG-63EM Collar Bush 1st Speed GB-40,2,2,6389.5,2.662643704308655e-07,0.9996840649845169,C
fire bucket,Fire Bucket,3,3,6380.0,2.65868484756072e-07,0.9996843308530017,C
screw driver bits set bs 80,Screw Driver Bits Set BS 80,4,4,6360.0,2.650350412301909e-07,0.9996845958880429,C
gate fixing,Gate Fixing,1,1,6355.93,2.648654354726741e-07,0.9996848607534784,C
jbl flip 4 bt portable speaker,JBL Flip 4 BT Portable Speaker,1,1,6355.93,2.648654354726741e-07,0.9996851256189139,C
currency counting machine,Currency Counting Machine,1,1,6355.93,2.648654354726741e-07,0.9996853904843493,C
285126800156 gear selector cable sup ace,285126800156 Gear Selector Cable Sup-Ace,1,1,6345.0,2.6440995858578006e-07,0.9996856548943079,C
water system repair m s vijay ser l 3589,Water System Repair M/S Vijay Ser.L-3589,1,1,6340.0,2.6420159770430977e-07,0.9996859190959057,C
shinee glass cleaner,Shinee Glass Cleaner,3,3,6336.0,2.640349089991336e-07,0.9996861831308147,C
ele tester,Ele. Tester,5,5,6325.0,2.63576515059899e-07,0.9996864467073298,C
inhibitor corrosion 4926654,"Inhibitor, Corrosion (4926654)",2,2,6319.23,2.6333606660268226e-07,0.9996867100433964,C
tie rod end 407 kf 3290,Tie Rod End 407  KF 3290,2,1,6310.0,2.6295143241548815e-07,0.9996869729948288,C
ht nut 12 x25 mm,HT Nut 12 X25 mm,1,1,6300.0,2.6253471065254756e-07,0.9996872355295394,C
nipple pipe holder,NIPPLE PIPE HOLDER,1,1,6300.0,2.6253471065254756e-07,0.9996874980642501,C
brass float valve 2,"Brass Float Valve 2""",1,1,6300.0,2.6253471065254756e-07,0.9996877605989607,C
diamond gland cutter 70 mm,DIAMOND GLAND CUTTER- 70 MM,1,1,6300.0,2.6253471065254756e-07,0.9996880231336713,C
grinding wheel ag 4,Grinding Wheel Ag-4,3,3,6300.0,2.6253471065254756e-07,0.999688285668382,C
278850100108 assy fan motor shroud,278850100108 Assy Fan Motor & Shroud,2,2,6289.5599999999995,2.620996531320376e-07,0.9996885477680351,C
acrilic putty,Acrilic Putty,3,3,6277.0,2.6157625059778434e-07,0.9996888093442856,C
repair main work from sparsh aa 3101,Repair & Main Work From Sparsh AA 3101,3,1,6273.360000000001,2.61424563876074e-07,0.9996890707688495,C
v belt spa 2182 lw,V Belt - SPA 2182 LW,1,1,6260.0,2.6086782360078535e-07,0.9996893316366731,C
star coupling bush fo 110,Star Coupling Bush Fo -110,2,2,6260.0,2.6086782360078535e-07,0.9996895925044966,C
bearing 30207,Bearing 30207,1,1,6252.0,2.605344461904329e-07,0.9996898530389429,C
labour charge from jaika automo l0828,Labour Charge From Jaika Automo.L0828,2,2,6250.0,2.604511018378448e-07,0.9996901134900447,C
strg yoke teeth set 15 1109 bsiii,"Strg Yoke & Teeth Set 15"" 1109 BSIII",1,1,6244.0,2.6020106878008047e-07,0.9996903736911135,C
flash back arrestor for regulator,Flash Back Arrestor (For Regulator),1,1,6240.0,2.600343800749043e-07,0.9996906337254935,C
lagging for pulley red colour size 200,Lagging for Pulley Red Colour Size: 200,1,1,6240.0,2.600343800749043e-07,0.9996908937598735,C
repair main work from ahuja ag0620,Repair & Main Work From Ahuja AG0620,2,1,6229.63,2.5960223960673493e-07,0.9996911533621131,C
filter element change work ag 0620,Filter Element Change Work AG 0620,2,1,6229.63,2.5960223960673493e-07,0.9996914129643527,C
thums up can,Thums Up (Can),3,3,6222.81,2.593180353644095e-07,0.9996916722823881,C
d link switch 8 port,D-Link Switch 8 Port,3,3,6211.889999999999,2.5886297519927834e-07,0.9996919311453633,C
tochan charges of car dw 1786,Tochan Charges Of Car DW 1786,1,1,6200.0,2.5836749302314207e-07,0.9996921895128563,C
circular saw model gks 235,Circular Saw (Model: GKS-235),1,1,6200.0,2.5836749302314207e-07,0.9996924478803494,C
exhaust syl pipe 3 s type w jalli 909,"Exhaust Syl.Pipe 3"" S Type W/Jalli 909",1,1,6200.0,2.5836749302314207e-07,0.9996927062478425,C
hn fuse 63 amp,Hn Fuse 63 Amp,1,1,6200.0,2.5836749302314207e-07,0.9996929646153355,C
tube light rod t 12 40w,TUBE LIGHT ROD T-12  40W,2,2,6200.0,2.5836749302314207e-07,0.9996932229828286,C
250826203801 synchro cone,250826203801 Synchro Cone,1,1,6187.56,2.5784909115004403e-07,0.9996934808319198,C
gi clamp 1 2,"Gi Clamp 1/2""",4,4,6182.0,2.576173938498491e-07,0.9996937384493136,C
clutch disc plate 240 dai 407 turbo bs 2,Clutch Disc Plate 240 Dai 407 Turbo BS-2,2,2,6171.87,2.571952547039903e-07,0.9996939956445683,C
modular shocket 25 amp,Modular Shocket - 25 Amp,1,1,6165.0,2.5690896685285015e-07,0.9996942525535352,C
6000790f1 air filter element pri m arjun,6000790F1 Air Filter Element Pri M Arjun,1,1,6160.0,2.5670060597137986e-07,0.9996945092541412,C
rear main leaf spring tata ace,Rear Main Leaf Spring Tata Ace,1,1,6160.0,2.5670060597137986e-07,0.9996947659547472,C
eng oil filter change city whee af1026,Eng.Oil & Filter Change City Whee AF1026,1,1,6144.52,2.560555206823479e-07,0.9996950220102678,C
head light relay 4 pin,Head Light Relay ( 4 Pin ),2,2,6140.0,2.558671624454988e-07,0.9996952778774303,C
seal kit,Seal Kit,1,1,6118.0,2.5495037456702955e-07,0.9996955328278049,C
ht bolt 16x75 mm,Ht Bolt 16X75 Mm,1,1,6117.0,2.549087023907355e-07,0.9996957877365072,C
aftershokz trekz trekztititanium vygrn,Aftershokz Trekz (Trekztititanium-Vygrn),1,1,6101.7,2.5427111809343646e-07,0.9996960420076253,C
oil seal 150x180x15 skf,Oil Seal 150X180X15 (SKF),2,2,6100.0,2.5420027539373657e-07,0.9996962962079007,C
office executive table,Office Executive Table,1,1,6100.0,2.5420027539373657e-07,0.9996965504081761,C
micro centrifuge tube 1 5 ml t500010,Micro Centrifuge tube 1.5 Ml T500010,1,1,6090.0,2.53783553630796e-07,0.9996968041917297,C
ball bearing 2203 r s,BALL BEARING-2203 R-S,1,1,6084.0,2.535335205730317e-07,0.9996970577252503,C
plywood 19mm oak tree 8x4,Plywood 19mm Oak Tree 8x4,1,1,6080.0,2.5336683186785544e-07,0.9996973110920822,C
ht nut 20mm,Ht Nut 20Mm,2,2,6074.0,2.531167988100911e-07,0.999697564208881,C
0281002214 engine speed sensor 909 bsiii,0281002214 Engine Speed Sensor 909 BSIII,2,2,6062.42,2.52634235008606e-07,0.999697816843116,C
stearing yoke teeth 16 1 2 909 bsiii,"Stearing Yoke & Teeth 16 1/2"" 909 BSIII",1,1,6060.0,2.5253338834197437e-07,0.9996980693765043,C
6003719f91 assy flywheel m tractor,6003719F91 Assy Flywheel M Tractor,1,1,6048.0,2.520333222264457e-07,0.9996983214098265,C
ss bolt 6x25 mm,Ss Bolt 6X25 Mm,4,4,6046.0,2.519499778738576e-07,0.9996985733598044,C
0102caf02680nced fender assy rt bolero,0102CAF02680NCED Fender Assy RT Bolero,1,1,6040.0,2.5169994481609324e-07,0.9996988250597492,C
tower egg free gold cake mix powder,Tower Egg Free Gold Cake Mix Powder,3,3,6038.1,2.5162076768113456e-07,0.9996990766805168,C
blender capacity 2400kg h,Blender - Capacity:2400kg/h,1,1,6029.09,2.512453013727251e-07,0.9996993279258182,C
fip injector repair kamal diesel b2212,FIP & Injector Repair Kamal Diesel B2212,1,1,6018.6,2.508081602434005e-07,0.9996995787339784,C
f8842800 speed sensor 12v al ec 1012,F8842800 Speed Sensor 12V AL EC 1012,1,1,6016.0,2.506998125850359e-07,0.999699829433791,C
pneumatic air cylender a120630500,Pneumatic Air Cylender - A120630500,2,2,6015.0,2.5065814040874186e-07,0.9997000800919313,C
306202ve0a c m c assy al partner,306202VE0A C M C Assy AL Partner,3,3,6011.7,2.5052062222697145e-07,0.9997003306125536,C
granite fitting,Granite fitting,1,1,6000.0,2.5003305776433103e-07,0.9997005806456114,C
thyristor firing card for chapdi welder,Thyristor Firing Card for Chapdi Welder,1,1,6000.0,2.5003305776433103e-07,0.9997008306786692,C
contactor coil volt 220v lc1d25m7,Contactor (Coil Volt 220V) - LC1D25M7,1,1,6000.0,2.5003305776433103e-07,0.999701080711727,C
black stone fitting,Black Stone Fitting,1,1,6000.0,2.5003305776433103e-07,0.9997013307447848,C
heating element geyser 3000w,HEATING ELEMENT GEYSER 3000W,1,1,6000.0,2.5003305776433103e-07,0.9997015807778427,C
painting works,Painting Works,1,1,6000.0,2.5003305776433103e-07,0.9997018308109005,C
chana dal,Chana Dal,2,2,6000.0,2.5003305776433103e-07,0.9997020808439583,C
assy radiator super ace,Assy Radiator Super ACE,1,1,6000.0,2.5003305776433103e-07,0.9997023308770161,C
ci ball valve 2 flange end 8 hole,"CI BALL VALVE 2"" FLANGE END 8 HOLE",1,1,6000.0,2.5003305776433103e-07,0.9997025809100739,C
bearing 352209e,Bearing 352209E,1,1,6000.0,2.5003305776433103e-07,0.9997028309431317,C
bell crank bush small 2515,Bell Crank Bush Small 2515,1,1,6000.0,2.5003305776433103e-07,0.9997030809761895,C
inclined manometer 0 to 100mmwc,"INCLINED MANOMETER, 0 to 100MMWC",1,1,6000.0,2.5003305776433103e-07,0.9997033310092474,C
credit bill book,Credit Bill Book,1,1,6000.0,2.5003305776433103e-07,0.9997035810423052,C
repair of control module,Repair of Control Module,1,1,6000.0,2.5003305776433103e-07,0.999703831075363,C
pvc bend 2 5,"Pvc Bend 2.5""",1,1,6000.0,2.5003305776433103e-07,0.9997040811084208,C
daily shed report mundgaon farm,Daily Shed Report Mundgaon Farm,1,1,6000.0,2.5003305776433103e-07,0.9997043311414786,C
ecu relay 4 pin blue 20 amp 407 909 bs,"ECU Relay (4 Pin,Blue) 20 Amp 407/909 BS",1,1,6000.0,2.5003305776433103e-07,0.9997045811745364,C
ahu filter dripak packet 292x292x533mm,AHU Filter (Dripak) Packet 292X292X533MM,1,1,6000.0,2.5003305776433103e-07,0.9997048312075942,C
paint orange,Paint Orange,3,3,5994.0,2.497830247065667e-07,0.9997050809906189,C
cpvc solvent,Cpvc Solvent,6,6,5993.96,2.4978135781951497e-07,0.9997053307719768,C
end showing part nipple,End Showing Part - Nipple,1,1,5984.8,2.493996406846614e-07,0.9997055801716175,C
material tag,Material Tag,2,2,5960.0,2.483661707125688e-07,0.9997058285377882,C
brownie,Brownie,1,1,5952.5,2.4805362939036343e-07,0.9997060765914176,C
clutch system repair kailash auto v4600,Clutch System Repair Kailash Auto.V4600,1,1,5950.0,2.479494489496283e-07,0.9997063245408666,C
sd screw 1,"SD Screw 1""",4,4,5950.0,2.479494489496283e-07,0.9997065724903156,C
sw 11672 ignition switch,Sw - 11672 Ignition Switch,1,1,5949.2,2.47916111208593e-07,0.9997068204064268,C
main filter element change work af 8505,Main Filter Element Change Work AF 8505,1,1,5943.23,2.476673283161175e-07,0.9997070680737551,C
gland 45 mm,Gland 45 Mm,2,2,5940.0,2.4753272718668774e-07,0.9997073156064823,C
diamond gland cutter 22 mm,Diamond Gland Cutter - 22 mm,2,2,5940.0,2.4753272718668774e-07,0.9997075631392095,C
wall watch digital,WALL WATCH DIGITAL,1,1,5940.0,2.4753272718668774e-07,0.9997078106719367,C
ht bolt 5 8x6,"Ht Bolt 5/8X6""",1,1,5937.0,2.4740771065780554e-07,0.9997080580796474,C
gas chulha,Gas Chulha,1,1,5936.0,2.473660384815115e-07,0.9997083054456858,C
ci ball valve 1 25,"Ci Ball Valve 1.25""",1,1,5920.0,2.466992836608066e-07,0.9997085521449695,C
led bulb 45w pin typ,LED Bulb 45W Pin Typ,1,1,5900.0,2.4586584013492553e-07,0.9997087980108096,C
ms bolt 5 sut 3,"Ms Bolt 5 Sut 3""",1,1,5900.0,2.4586584013492553e-07,0.9997090438766497,C
stiching machine feed dog,Stiching Machine Feed Dog,1,1,5900.0,2.4586584013492553e-07,0.9997092897424898,C
hdpe bucket tdtgk 60 34 dq3321,HDPE BUCKET TDTGK 60/34 DQ3321,1,1,5882.0,2.451157409616325e-07,0.9997095348582308,C
rear leaf spring aux a super ace,Rear Leaf Spring AUX-A SUPER ACE,1,1,5880.0,2.450323966090444e-07,0.9997097798906274,C
plastick wall paint,Plastick (Wall Paint),2,2,5880.0,2.450323966090444e-07,0.999710024923024,C
pvc reduser 2x1 5,"Pvc Reduser 2X1.5""",2,2,5880.0,2.450323966090444e-07,0.9997102699554206,C
rubber band,Rubber Band,1,1,5875.0,2.4482403572757416e-07,0.9997105147794563,C
pressure gauge 0 21,Pressure Gauge 0-21,1,1,5875.0,2.4482403572757416e-07,0.999710759603492,C
repair main work from karan r 3207,Repair & Main Work From Karan R 3207,2,1,5871.389999999999,2.4467359917115255e-07,0.9997110042770911,C
ms angle 25x25x5 1 80 kg mtr,"MS Angle 25X25X5, 1.80 kg / mtr",3,3,5870.11,2.446202587854962e-07,0.99971124889735,C
2 meters long screw element 9cr18mov,2 meters long screw element - 9Cr18MOV,1,1,5861.61,2.4426604528699674e-07,0.9997114931633952,C
repair main work from sparsh ad 1940,Repair & Main Work From Sparsh AD 1940,2,1,5860.490000000001,2.4421937244954743e-07,0.9997117373827678,C
frozen sweet corn,Frozen Sweet Corn,2,2,5860.0,2.441989530831633e-07,0.9997119815817208,C
sg15354 sleeve yoke pro shaft al 1012,SG15354 Sleeve Yoke (Pro.Shaft) AL 1012,1,1,5859.0,2.441572809068693e-07,0.9997122257390018,C
hyd boom repair work sundeep enter p0267,Hyd.Boom Repair Work Sundeep Enter.P0267,2,2,5850.0,2.4378223132022273e-07,0.999712469521233,C
f3s00322 rear brake drum al ec 1012,F3S00322 Rear Brake Drum AL EC 1012,1,1,5850.0,2.4378223132022273e-07,0.9997127133034643,C
electric tape black,Electric Tape - Black,4,4,5850.0,2.4378223132022273e-07,0.9997129570856956,C
repair main work from sparsh aa 2172,Repair & Main Work From Sparsh AA 2172,2,1,5848.06,2.437013872982123e-07,0.9997132007870829,C
kinley soda,Kinley Soda,5,5,5834.740000000001,2.431463139099755e-07,0.9997134439333968,C
eng oil filter change jaika auto l0877,Eng.Oil & Filter Change Jaika Auto L0877,1,1,5831.87,2.430267147640115e-07,0.9997136869601115,C
264124100110 assy eng mtg frt lh 407,264124100110 Assy Eng Mtg Frt LH 407,2,2,5831.719999999999,2.430204639375674e-07,0.9997139299805755,C
pulley wheel 300 coumpressur,Pulley Wheel 300 (Coumpressur),1,1,5830.5,2.429696238824887e-07,0.9997141729501994,C
264229100150clutch booster 70dia 709bsiv,264229100150Clutch Booster 70Dia 709BSIV,1,1,5821.68,2.426020752875751e-07,0.9997144155522747,C
copper sulphate lab,Copper Sulphate (Lab),3,3,5810.0,2.421153442684605e-07,0.9997146576676189,C
cooler pump 40 watt,"COOLER PUMP, 40 watt",1,1,5800.0,2.4169862250552e-07,0.9997148993662415,C
polyamide cable gland 22 mm,Polyamide Cable Gland 22 mm,1,1,5800.0,2.4169862250552e-07,0.999715141064864,C
spark toilet cleaner,Spark Toilet Cleaner,3,3,5798.1,2.416194453705613e-07,0.9997153826843094,C
grinding wheel ag 7,Grinding Wheel Ag-7,2,2,5780.0,2.408651789796389e-07,0.9997156235494884,C
mcb switch 20 amp 1 pole,Mcb Switch 20 Amp 1 Pole,3,3,5772.0,2.4053180156928647e-07,0.99971586408129,C
element fuel filter 0149 2967,"Element, Fuel Filter (0149-2967)",2,2,5769.639999999999,2.4043345523323246e-07,0.9997161045147452,C
fanta can 300 ml,Fanta Can 300 ML,5,5,5766.3099999999995,2.402946868861733e-07,0.9997163448094322,C
colorless bottle 100 ml,Colorless Bottle 100 ML,1,1,5760.0,2.400317354537578e-07,0.9997165848411677,C
black water portal matka,Black Water Portal (Matka),1,1,5750.0,2.3961501369081724e-07,0.9997168244561814,C
bearing uct 207,Bearing - UCT 207,1,1,5724.0,2.385315371071718e-07,0.9997170629877185,C
eng oil filter change star auto v 7087,Eng.Oil & Filter Change Star Auto V-7087,1,1,5718.65,2.383085909639986e-07,0.9997173012963094,C
brass ballvalve 1 2,"Brass Ballvalve 1/2""",4,4,5718.0,2.3828150404940747e-07,0.9997175395778135,C
air cylinder seal kit 50x150,Air Cylinder Seal Kit - 50X150,1,1,5700.0,2.375314048761145e-07,0.9997177771092184,C
crc chain lube fps 400ml,CRC Chain Lube FPS - 400ml,1,1,5700.0,2.375314048761145e-07,0.9997180146406233,C
copper lugz ring 2 5 mm,Copper Lugz Ring 2.5 Mm,5,4,5680.0,2.366979613502334e-07,0.9997182513385846,C
water proof ply wood,Water Proof Ply Wood,2,1,5679.0,2.3665628917393932e-07,0.9997184879948737,C
ht nut 12 mm,Ht Nut 12 Mm,1,1,5679.0,2.3665628917393932e-07,0.9997187246511628,C
apple magsafe 2 power adapter,Apple Magsafe 2 Power Adapter,1,1,5677.97,2.3661336683235647e-07,0.9997189612645296,C
alluminium lugz ring 150 mm,Alluminium Lugz Ring 150 Mm,1,1,5670.0,2.3628123958729283e-07,0.9997191975457692,C
mastiwok,Mastiwok,1,1,5664.0,2.360312065295285e-07,0.9997194335769758,C
1414c00701 centre pin massy 1035 tractor,1414C00701 Centre Pin Massy 1035 Tractor,1,1,5664.0,2.360312065295285e-07,0.9997196696081824,C
armature for hand grinder m c,Armature for Hand Grinder M/c,3,3,5660.0,2.3586451782435229e-07,0.9997199054727002,C
sprite can,Sprite (Can),3,3,5657.1,2.3574366851309954e-07,0.9997201412163687,C
royal glass,ROYAL GLASS,2,2,5656.56,2.3572116553790074e-07,0.9997203769375342,C
air cylinder 32x50mm,Air Cylinder - 32x50Mm,2,2,5652.0,2.3553114041399984e-07,0.9997206124686746,C
labour charges of car rep work k 0679,Labour Charges Of Car Rep. Work K 0679,4,4,5635.0,2.3482271341700089e-07,0.999720847291388,C
ss bolt 12x50 mm,Ss Bolt 12X50 Mm,2,2,5624.0,2.343643194777663e-07,0.9997210816557075,C
sprite bottle 2 ltr,Sprite Bottle 2 Ltr,7,7,5617.8099999999995,2.3410636870650606e-07,0.9997213157620762,C
main bearing set 407 010,Main Bearing Set 407 010,4,4,5613.52,2.3392759507020462e-07,0.9997215496896713,C
electric tape red,Electric Tape - Red,3,3,5610.0,2.3378090900964951e-07,0.9997217834705803,C
reversing rolling mill for karcher m c,Reversing Rolling Mill For Karcher m/c,1,1,5609.0,2.3373923683335546e-07,0.9997220172098171,C
bearing 6203 2rs,Bearing 6203 2RS,4,4,5606.0,2.336142203044733e-07,0.9997222508240374,C
indent book,Indent Book,1,1,5600.0,2.3336418724670897e-07,0.9997224841882246,C
rear main leaf spring al 1616 2214,Rear Main Leaf Spring AL 1616/2214,1,1,5600.0,2.3336418724670897e-07,0.9997227175524118,C
metal clad plug,Metal Clad Plug,2,2,5600.0,2.3336418724670897e-07,0.999722950916599,C
supply of ss 304 g crate washer nozzles,Supply of SS 304 G Crate Washer Nozzles,1,1,5600.0,2.3336418724670897e-07,0.9997231842807862,C
grease gun 10 kg,Grease Gun 10 Kg,2,2,5600.0,2.3336418724670897e-07,0.9997234176449734,C
jbl free blk bt,JBL Free BLK BT,1,1,5593.22,2.3308164989143528e-07,0.9997236507266233,C
885442010407 brake lining 407,885442010407 Brake Lining 407,1,1,5592.0,2.3303080983635653e-07,0.9997238837574332,C
paint brush 2,"Paint Brush 2""",8,8,5582.0,2.3261408807341597e-07,0.9997241163715213,C
613 36009 hyd hose valve block jcb,613/36009 Hyd.Hose Valve Block Jcb,4,4,5581.42,2.3258991821116543e-07,0.9997243489614395,C
motor cover casing,Motor Cover Casing,6,5,5580.0,2.3253074372082787e-07,0.9997245814921832,C
starting problem from gk diesel l 0726,Starting Problem From GK Diesel L-0726,2,1,5575.38,2.3233821826634932e-07,0.9997248138304015,C
sall wood,Sall Wood,1,1,5574.22,2.3228987854184823e-07,0.99972504612028,C
head packing 125 kva dg,Head packing(125 KVA DG),2,2,5572.92,2.3223570471266594e-07,0.9997252783559847,C
king pin bearing tx 126 1st o s 909,King Pin Bearing TX–126 1st O/S 909,1,1,5565.0,2.3190566107641704e-07,0.9997255102616458,C
allout rifil liquid,Allout Rifil “Liquid”,1,1,5551.0,2.3132225060830025e-07,0.9997257415838964,C
computer paper 10x12x2 6,"Computer Paper 10X12X2-6""",1,1,5550.0,2.312805784320062e-07,0.9997259728644748,C
ss elbow 6,"SS Elbow 6""",1,1,5550.0,2.312805784320062e-07,0.9997262041450533,C
bearing nj 212 e cr brng,Bearing.NJ 212 E (CR BRNG.),1,1,5536.0,2.3069716796388944e-07,0.9997264348422212,C
repair main work from sparsh ar 1464,Repair & Main Work From Sparsh AR 1464,4,2,5531.4,2.3050547595293678e-07,0.9997266653476972,C
modular switch 25 amp,Modular Switch - 25 Amp,1,1,5529.0,2.3040546272983105e-07,0.9997268957531599,C
simplex chain 3 8,"Simplex Chain - 3/8""",1,1,5526.6,2.3030544950672532e-07,0.9997271260586094,C
bearing 6208 wos,Bearing 6208 WOS,2,2,5508.0,2.295303470276559e-07,0.9997273555889564,C
main filter element change work ag0621,Main Filter element Change Work AG0621,1,1,5504.24,2.2937365964479023e-07,0.999727584962616,C
electric flaxible pipe 1 pvc,Electric Flaxible Pipe - 1'' - PVC,6,5,5500.0,2.2919696961730345e-07,0.9997278141595857,C
pvc type lable size 4x6 male,PVC Type Lable (Size-4X6) MALE,1,1,5500.0,2.2919696961730345e-07,0.9997280433565553,C
glass film amfrost sparkle,Glass Film Amfrost Sparkle,1,1,5500.0,2.2919696961730345e-07,0.9997282725535249,C
bearing no 6307 2z skf,Bearing No. 6307 2Z Skf,1,1,5500.0,2.2919696961730345e-07,0.9997285017504945,C
bike wheel with tyre tube,Bike Wheel with Tyre & Tube,1,1,5500.0,2.2919696961730345e-07,0.9997287309474642,C
gear box model 1 2 hpx 35 t,"GEAR BOX ,MODEL - 1/2 HPX 35 T",1,1,5500.0,2.2919696961730345e-07,0.9997289601444338,C
pvc breaded hose pipe 1,"Pvc Breaded Hose Pipe 1""",1,1,5500.0,2.2919696961730345e-07,0.9997291893414034,C
accoset 50,Accoset 50,1,1,5500.0,2.2919696961730345e-07,0.999729418538373,C
